,Title,Ingredients,Kcal,Fat,SaturatedFat,Protein,Carbohydrates,Sugars,Fibre,Salt,Country
55,Beef stew with hazelnut picada,"2 tbsp olive oil, 1kg British beef shin or stewing beef, cut into 2cm cubes, 3 tbsp seasoned plain flour, 50g tin anchovies in oil, 2 onions, finely chopped, 6 garlic cloves, peeled and lightly bashed with the flat of a knife, 2 celery sticks, sliced, 2 large carrots, chopped, 500ml Italian red wine, plus an extra 50-100ml to taste, 500ml fresh beef stock, 2 fresh thyme sprigs, 2 fresh rosemary sprigs, 1 fresh bay leaf, 100g good quality black olives, pitted, Large handful blanched hazelnuts, Extra-virgin olive oil for frying, 3 thick slices sourdough bread, 1 garlic clove, very finely chopped, Finely grated zest 1 lemon, 1 tbsp sherry vinegar, 1 small bunch fresh flatleaf parsley, finely chopped",530.0,19.9,4.3,45.7,22.5,7.0,5.0,2.7,Spain
56,Dulce de leche cocktail,"100ml coconut rum (Koko Kanu if you can find it but Malibu works too), 100ml Bacardi, 500ml whole milk, 4 tbsp dulce de leche",,,,,,,,,Spain
57,Morcilla and spicy pepper sausage rolls,"600g British free-range pork sausages, 100g morcilla, 6 pickled spicy peppers (such as guindillas, widely available), small bunch of fresh parsley, 2 x 320g sheets all-butter puff pastry, 1 egg, beaten",119.0,8.4,3.7,3.8,6.6,0.4,0.5,0.4,Spain
58,"Tomato, olive and mozzarella rice","2 tbsp extra-virgin olive oil, plus extra to drizzle, 2 large onions, roughly chopped, 3 large garlic cloves, finely chopped, 225g paella rice (such as calasparra or bomba), 185ml dry white wine (optional), 1 tbsp tomato paste, 400g chopped tomatoes, 400g vegetable stock, plus extra if needed (we like Knorr), 2 heaped tsp fresh oregano or fresh thyme leaves, 1-2 tsp hot smoked paprika, 175g pitted kalamata olives, 125g mozzarella, torn into pieces, 3 handfuls rocket, Squeeze lemon juice to serve",488.0,20.4,6.4,12.5,52.7,5.9,5.3,2.4,Spain
59,Quince paste,"Pared zest 1 lemon, juice 2, 2kg quinces, About 1.5kg granulated sugar",,,,,,,,,Spain
60,Chicken piri-piri,"1 small red pepper, 50ml olive oil, 4 red chillies, 4 garlic cloves, crushed, 2 tsp dried oregano or chopped fresh oregano leaves, 1/2 tsp chilli flakes, 2 tbsp red wine vinegar, Juice 2 lemons, 1/2 tsp caster sugar, 1/2 tsp sea salt flakes, 6 free-range, skin-on, bone-in chicken legs (drumsticks and thighs attached)",199.0,11.2,2.3,22.0,2,1.8,1.4,0.7,Spain
61,"Nectarine, cured ham and mozzarella baguette","1 long baguette, Butter, 2-3 ripe nectarines, 2 x 12g buffalo mozzarella balls, 60g cured spanish ham or parma ham slices, A couple of handfuls of rocket, Fresh mint and basil leaves",545.0,20.8,12.2,26.1,60.3,9.3,4.7,3.0,Spain
62,Baked spinach and pea frittata,"1 medium onion, 1 tbsp oil (vegetable or olive oil), plus extra for greasing, 100g frozen peas, 80g mature cheddar, 8 medium free-range eggs (see tip), 200g frozen spinach, defrosted, Finely grated zest and juice 1 lemon, 1 tsp chilli flakes (optional)",325.0,23.9,8.5,23.7,5.4,2.7,3.4,1.0,Spain
63,Garlic and white bean stew with gremolata,"20 garlic cloves (about 2 bulbs), unpeeled, 300ml boiling water, 25g salted butter, 2 celery sticks, finely sliced, 2 fresh thyme sprigs, 200ml dry white wine, 400g tin cannellini beans, drained and rinsed, 400g tin butter beans, drained and rinsed, 2 fresh bay leaves, 250g fresh vegetable stock, 75g baby spinach, 3 tbsp crème fraîche, 2 tbsp roughly chopped fresh flatleaf parsley, 1 garlic clove, crushed, Finely grated zest and juice of 2 lemons",246.0,10.7,6.5,10.0,19.4,3.2,9.8,1.9,Spain
64,Raymond Blanc’s new potato and chorizo tortilla,"400g Jersey Royal potatoes, quartered, 1 onion, diced, 1 garlic clove, finely chopped, 3 tbsp olive oil, 2 bay leaves, 1 thyme sprig, 1 rosemary sprig, Pinch Espelette pepper or smoked paprika, Pinch sea salt, 120g chorizo, cut into small dice, 15g flat-leaf parsley, finely chopped, 80g spinach, chopped, 8 eggs, whisked",,,,,,,,,Spain
65,Spinach and orzo pilaf with paprika prawns,"2 tbsp olive oil, 1 sliced leek, 2 chopped garlic cloves, 350g orzo, 650ml fresh chicken stock, ½ lemon, zested and juiced, plus extra to serve, 250g spinach, washed and roughly chopped, 150g raw peeled prawns, 1 tbsp sweet smoked paprika, 2 tbsp chopped fresh mint, plus extra to serve",430.0,8.4,1.4,23.1,66.3,3.4,6.2,1.7,Spain
66,"Pork shoulder and chorizo stew with sherry, crackling and capers","Olive oil for frying, 1 large fennel bulb, root removed, thickly sliced, 1kg carrots, thickly sliced, 3 garlic cloves, roughly chopped, 2kg British free-range pork shoulder joint, 2 tbsp plain flour, 200g cooking chorizo, chopped , 400ml light dry sherry, such as fino, plus an extra splash to taste, 1 litre good quality chicken stock, 5 fresh thyme sprigs, 400g tin chickpeas, drained and rinsed, 2 tbsp salt, 1 tbsp olive oil, 40g capers, drained, Large handful fresh parsley, roughly chopped, Crusty bread",583.0,21.8,6.8,65.5,17.7,8.8,9.2,2.8,Spain
67,Pickled pepper and sherry croquetas,"3 tbsp olive oil, 1 shallot, finely chopped, 100g pickled guindilla peppers, drained and finely sliced (see know-how), 110g plain flour, plus extra to dust, 60ml vegetable stock, 280ml whole milk, Pinch freshly grated nutmeg, 40ml dry sherry, such as fino, 2 medium free-range eggs, beaten, 60g fresh breadcrumbs, 2 litres sunflower oil for deep-frying, Digital probe thermometer",96.0,6.4,1.2,2.3,7 carbs,0.9,0.1,0.1,Spain
68,Crispy chorizo sausage rolls,"6 spicy cooking chorizo sausages, roughly 50g each, 10 sheets brique pastry (or you can use filo – see know-how), 1 tbsp plain flour mixed with 1½ tbsp water to form a paste, Olive oil for brushing",46.0,2.7,0.9,2.0,3.5,0.3,nil,0.1,Spain
69,Herby potato and ham hock tortilla,"2 tbsp The Co-operative basil infused olive oil (or similar), plus extra to drizzle , 200g The Co-operative parmentier potatoes (or similar), 50g The Co-operative British shredded ham hock (or similar), 1 onion, 5 large free-range eggs, Handful fresh parsley leaves, Handful fresh basil leaves",,,,,,,,,Spain
70,Crispy cauliflower florets with romesco sauce and rice,"200g mixed basmati and wild rice, 1½ tsp sweet smoked paprika (pimentón), 1 roasted red pepper (from a jar), 40g fresh breadcrumbs, ½ garlic clove, 40g ground almonds, 1tbsp red wine vinegar, 50ml water, 1 cauliflower, sliced into florets, 50g plain flour",569.0,19.1,2.2,19.4,81 carbs,7.3,8.3,0.8,Spain
71,Chicken and chorizo buns,"Olive oil for frying, 2 large red onions (about 300g), finely sliced, 150g spicy cooking chorizo, finely chopped, 1 fresh rosemary sprig, 200g leftover roast free-range chicken (see tips), torn into small pieces, Small handful fresh parsley leaves, chopped, 150ml lukewarm milk, plus extra for glazing, 50g unsalted butter, melted, 2 x 7g sachets fast action yeast, 1 tsp clear honey, 150-200ml lukewarm water, 700g strong white bread flour, plus extra for dusting, 2 tsp fine sea salt, Oil for greasing",498.0,15.5,6.5,21.0,69.6,5.1,4.5,1.6,Spain
72,Healthier croquetas,"500g baby leaf spinach, 50ml olive oil, 75g plain flour, plus extra for coating, 300ml skimmed milk, hot, 125g full-flavoured soft goat’s cheese, chopped, Good grating fresh nutmeg, Finely grated zest ½ lemon, Small bunch fresh chives, finely snipped, 125g dried white breadcrumbs, 2 medium free-range eggs, beaten, Vegetable oil for deep-frying",58.0,3.5,1.0,2.0,4.8,0.7,0.6,1.8,Spain
73,"Tomato, merguez sausage and cannellini summer stew","Splash of olive oil, 6 merguez sausages, 1 onion, 1 garlic clove, 600g tomatoes, 200ml chicken stock, 2 x 400g tins cannellini beans, Handful of fresh parsely",473.0,26.1,8.0,25.7,33.2,7.3,11.8,2.0,Spain
74,Crispy squid with harissa mayonnaise,"Vegetable oil for frying, 75g potato starch or potato flour (we used Rakusen’s, from Waitrose and Ocado), 500g fresh squid, cleaned (ask your fishmonger to do this), body sliced into rings, tentacles trimmed, 350ml white wine vinegar, 2 tbsp sea salt, 120-150g caster sugar to taste, 150g runner beans, strings removed, cut into 6cm batons, 120g green beans, topped, 150g cucumber, seeds removed, cut into 6cm batons, Handful fresh dill, roughly chopped, 1 garlic clove, crushed, 100g good quality mayonnaise, 1 free-range egg yolk, 1 tsp harissa paste (we use Belazu, widely available), Digital thermometer",467.0,34.0,5.2,23.7,16.6,5.8,4,1.4,Spain
75,"New potatoes, king prawns and chorizo with tomato and chilli","Waitrose Garlic and Herb Baby Potatoes, or similar, 120g chorizo sausage, diced, Unearthed King Prawns in Tasty Tomato & Chilli Sauce, 1 red onion, finely chopped, Juice 1/2-1 lemon, to taste, Large handful fresh parsley leaves, roughly chopped",,,,,,,,,Spain
76,Cardamom churros with lemon curd dipping sauce,"250g plain flour, 1 tsp baking powder, 24 green cardamom pods, seeds removed and crushed in a pestle and mortar, 60g unsalted butter, melted, 340ml boiling water, About 1½ litres sunflower or vegetable oil for deep-frying, Grated zest 1 lemon mixed with a handful caster sugar for coating, Zest and juice 2 large unwaxed lemons, 85g unsalted butter, 225g caster sugar, 3 medium free-range eggs, lightly beaten, 1 tbsp limoncello",494.0,27.4,10.9,5.9,56.4 carbs,25.9,1.7,0.4,Spain
77,"Pan-fried squid with spinach, red peppers and chickpeas","2 x 400g tins chickpeas, 200ml chicken stock, 5 tbsp olive oil, 2 garlic cloves, 150g baby spinach, 300g roasted red peppers from a jar, 4 small prepared squid, Flour for dusting, Juice ½ lemon, 3 tbsp extra-virgin olive oil",526.0,28.8,4.2,34.5,30.1,5.6,9.8,1.4,Spain
78,Smoky prawns with tomato and coriander,"2 tbsp extra-virgin olive oil, plus extra to drizzle, 1 onion, sliced, 2 garlic cloves, crushed, ½ tsp smoked paprika (pimentón), 400g tin chopped tomatoes, Splash of red wine vinegar, Pinch of sugar, 125g raw sustainably sourced peeled king prawns, Handful of fresh coriander, Sliced green chillies and lemon quarters, to garnish",223.0,13.4,1.9,14.3,11.5,9.2,3,0.5,Spain
79,Ham and blue cheese croquettes,"Drizzle of olive oil, 100g leftover ham, very finely shredded, 75g unsalted butter, 100g plain flour, plus extra, seasoned with salt and pepper, to coat, 400ml semi-skimmed milk, hot, 150g blue cheese, crumbled, 2 medium free-range eggs, beaten, 125g dried white breadcrumbs, Vegetable oil for deep-frying, A digital thermometer",97.0,6.5,3.0,3.6,6.2,0.8,0.3,0.3,Spain
80,"Chorizo, sausage, fennel and chickpea soup","2 red onions, finely sliced, A little vegetable oil, 250g cooking chorizo, sliced, 6 British free-range pork sausages (400g), 1 tbsp fennel seeds, 400g tin chopped tomatoes, 1 litre chicken stock, 400g tin chickpeas, drained and rinsed, A handful of chopped fresh flatleaf parsley, A good splash of double cream",413.0,25.9,10.1,20.9,15.5,5.9,3.8,2.6,Spain
81,Spanish-style quail with smoky chickpea stew,"4 whole quails (wings removed), 4 bay leaves, A few glugs of olive oil, 1 tsp smoked paprika, Pinch of cayenne pepper, Glug of olive oil, 5cm piece cured pancetta (or use diced from Unearthed at Waitrose), 1 celery stick, chopped, 1 bay leaf, ½ small onion, chopped, 1 garlic clove, finely chopped, ½ red chilli, finely sliced, 400g tin chickpeas, drained and rinsed, 400g tin cherry tomatoes, 1 small tomato, chopped, 2 tsp sherry vinegar, 2 tbsp finely chopped parsley, plus extra for garnishing, ½ tsp paprika, 150ml fresh chicken stock (preferably homemade)",301.0,11.9,2.4,32.4,14.5,4.3,5.4,0.1,Spain
82,"Rabbit, artichoke and rosemary paella","Good pinch of saffron strands, 1 litre rabbit stock or good-quality fresh chicken stock, 175g fine beans, stalk ends trimmed, 3 tbsp olive oil, 750g rabbit pieces (see tips), 1 medium onion, finely chopped, ½ tsp chilli flakes, 5 garlic cloves, finely chopped, Leaves from 3 x 5cm fresh rosemary sprigs, ½ tsp sweet pimentón (Spanish smoked paprika) or paprika, 350g vine tomatoes, skinned and chopped, 400g paella rice (such as calasparra or bomba, available from larger supermarkets), 300g jar artichokes in olive oil, drained, 225g tinned cannellini or haricot beans, drained and rinsed, 8 small bay leaves, 1 lemon, cut into wedges, to serve",601.0,18.2,4.1,36.4,59.3,4.6,7.2,1.5,Spain
83,Sherry-glazed chorizo and chickpeas,"1 tbsp olive oil, 125g sliced chorizo, 50ml medium-dry sherry, 400g can chickpeas, drained and rinsed",211.0,11.8,3.6,10.3,10.6,1.4,3.7,0.8,Spain
84,Fried calamari with romesco sauce,"700g sliced squid or baby squid, 50g well-seasoned plain flour, Vegetable oil, 75g ground almonds, 15g stale breadcrumbs, 2 chopped garlic cloves, 12 mild Peppadew piquanté peppers, drained, 1½ tsp sweet smoked paprika, a squeeze of lemon juice, 2 tbsp red wine vinegar, 80ml olive oil",376.0,26.3,3.3,22.2,12.4,2.7,1.2,0.6,Spain
85,King prawns with garlic and chilli (gambas al ajillo),"12-16 raw responsibly sourced shell-on king prawns, 2 tsp chilli flakes (or to taste), 5 garlic cloves, crushed, 2 large chopped tomatoes, 150ml olive oil, Squeeze of lemon juice, Crusty bread, to serve",204.0,17.0,2.1,9.7,2.9,2.4,1.2,0.3,Spain
86,Tortilla,"3 large Maris Piper potatoes, Extra virgin olive oil, 1 Spanish onion, though a yellow onion is fine, 2 tbsps butter, 12 medium eggs, Salt, to taste",,,,,,,,,Spain
87,Spicy Spanish potatoes (patatas bravas),"2 large free-range egg yolks, 1 crushed garlic clove, Splash of white wine vinegar, 100ml sunflower oil, 500g waxy potatoes, 1 chopped onion, 1 finely sliced garlic clove, 1 tbsp hot smoked paprika, ½ chopped red chilli, 400g tin chopped tomatoes, olive oil, a few fresh rosemary leaves, splash of sherry vinegar",,,,,,,,,Spain
88,"Grilled artichoke hearts with jamón, broad beans and spring onions","12 jamón Iberico slices, 250g podded broad beans (fresh or frozen), 280g jar artichoke hearts, drained, 4 large spring onions, 1 tbsp olive oil, Juice of 1 lemon",170.0,9.3,3.0,12.9,8.8,5.5,7,1.8,Spain
89,Spanish-style pork chops with new potatoes and olives,"4 British free-range pork chops, A few good glugs of olive oil, 3 garlic cloves, unpeeled, bashed, 2 tsp smoked hot paprika and 1 tsp unsmoked sweet paprika, A few sprigs of fresh thyme, leaves stripped, Zest and juice of 1 lemon, 2 tsp fennel seeds, 2 tsp red wine vinegar, 500g baby new potatoes, sliced, Good splash of white wine, 250ml chicken stock, 100g anchovy-stuffed green olives, Handful of fresh flatleaf parsley, chopped",403.0,16.1,3.6,37.0,20.6,2.1,3.1,1.1,Spain
90,Chorizo-stuffed chicken,"1 shallot, grated, small handful finely chopped fresh parsley, 4 tbsp breadcrumbs, 1 large beaten free-range egg, skinned meat from 120g cooking chorizo, squeeze of lemon, 4 large free-range chicken breasts",417.0,22.2,6.2,28.8,22.4,3.7,6.3,2.5,Spain
91,"Chorizo, chickpea and mussel stew","2 tbsp olive oil, 2 shallots, chopped, 1 crushed garlic clove, 200g diced cured chorizo, 1 tbsp paprika, 1 chopped red chilli, 400g drained, 400g tin chickpeas, 2 tbsp tomato purée, 2 tbsp capers, 1kg mussels, 75ml white wine, 1 celery stick, sliced, small bunch of chopped fresh tarragon, squeeze of lemon, crusty bread to serve",417.0,22.2,6.2,28.8,22.4,3.7,6.3,2.5,Spain
92,Madeira-glazed chorizo with leeks and new potatoes,"30g butter, 3 leeks, thinly sliced, 240g cooking chorizo, sliced on the diagonal, 35ml Madeira, 250g baby new potatoes, handful of chopped fresh parsley,, slices of sourdough bread to serve",308.0,20.7,9.8,13.6,14.1,4.7,4,1,Spain
93,One-pot pancetta stew with butter beans and chorizo,"2 tbsp olive oil, 1 red onion, finely chopped, 200g cubed pancetta, 100g chopped cured chorizo, 1 tbsp chipotle paste, 400g can chopped tomatoes, 1 tsp white wine vinegar, 200ml chicken stock (we like Knorr), Fresh thyme sprigs, 1 bay leaf, 2 x 400g tins butter beans, drained and rinsed, Chopped fresh coriander",348.0,23.5,7.4,17.5,13.6,5.9,5.3,3.1,Spain
94,Chorizo and sprouting broccoli frittata,"200g cooking chorizo, 1 garlic clove, crushed, 8 stalks of trimmed sprouting broccoli, 6 large free-range eggs, 50ml double cream, 50g grated gruyère",444.0,35.5,15.4,29.0,3.1,2.6,2.6,1.4,Spain
95,"New potato, asparagus and feta frittata","100g new potatoes, 2 tbsp olive oil, ½ onion, finely sliced, 5 asparagus spears, trimmed, 6 large free-range eggs, lightly beaten, Splash of milk or double cream, 100g feta, crumbled",279.0,21.3,7.2,16.9,6.0,2.4,1.1,1.3,Spain
96,Goat’s cheese and piquillo pepper croquettes,"75g unsalted butter, 100g plain flour, plus extra for coating, 400ml semi-skimmed milk, hot, 150g soft goat’s cheese, chopped, 2-3 piquillo peppers, finely chopped, 2 medium free-range eggs, beaten, 125g dried white breadcrumbs, Vegetable oil for deep-frying",88.0,5.7,2.7,2.9,6.3,0.8,0.3,0.2,Spain
97,Black pudding in blankets,"16 British free-range streaky bacon rashers, 8 fresh thyme sprigs, halved, 16 slices – about 500g – black pudding or morcilla (see tips) any tough wrapping removed ",155.0,12.4,4.5,6.8,4.3,0.1,None,1.4,Spain
98,Fig and nut cakes,"250g blanched almonds or walnut halves, 1kg good-quality dried figs, 2 tbsp icing sugar or clear honey, 1 tsp aniseed or fennel seeds, 1 tsp ground cinnamon, ¼ tsp coarsely ground black pepper, ¼ tsp ground cloves, ¼ tsp ground ginger, Finely grated zest of 1 small lemon, 1-2 tbsp brandy, 2 rice paper sheets (28cm x 18cm), available from specialist cake shops and at amazon.co.uk, 4 small camembert boxes if making disc-shaped cakes, or sheets of cellophane (available from cakescookiesandcraftsshop.co.uk) if making log-shaped cakes",165.0,6.5,0.5,3.8,24.1,22.7,4.2 fibre,0.1 salt,Spain
99,"Chicken, butter bean and chorizo bake","120g sliced chorizo, 1 sliced onion, 2 chicken breasts, A glug of white wine, 1 tin of tomatoes, 1 tin of butter beans, A bunch of parsley",499.0,16.5,6.3,57.0,26.5,11.2,11,2.7,Spain
