,Title,Ingredients,Kcal,Fat,SaturatedFat,Protein,Carbohydrates,Sugars,Fibre,Salt,Country
49,Smoked-lentil tacos with pico de gallo,"250g cherry tomatoes, chopped, Small onion, very finely chopped, 1 tsp very finely chopped red chilli, 2 tbsp lime juice, Handful fresh coriander, chopped, 210g dried green lentils, soaked and drained, 1 tbsp coconut oil, 3 small onions, sliced, 1 tsp fine sea salt, 1 large garlic clove, very finely chopped, 35g sun-dried tomatoes, chopped, 1 tsp hot smoked paprika, 1½ tsp dried oregano, 2 tsp tamari or soy sauce, 300g finely shredded red cabbage, ½ tsp fine sea salt, plus extra as needed, 1½ tsp lime juice, plus wedges to serve, 1 tbsp extra-virgin olive oil, 1 tsp maple syrup, plus extra as needed, Handful chopped fresh flatleaf parsley or fresh coriander (leaves and tender stems), or a mixture, 1 small red chilli, deseeded and sliced (leave the seeds in if you like more heat), 6 corn tortillas, warmed, 1 ripe avocado, sliced, Hot sauce (optional)",406,15,3.7,14.2,48.4,9.2,10.5,2,Mexico
50,Green veg and chicken tacos with pea guacamole,"1/2 fennel bulb, finely sliced, 80g courgette or baby courgettes, cut into ribbons using a veg peeler, Juice 2 limes, plus wedges to serve, 80g frozen peas, 1 ripe avocado, roughly chopped, 1 cos lettuce, roughly chopped, Large handful fresh coriander leaves, finely chopped, 2 ready-roasted free-range chicken breasts, sliced, 4-6 small tortilla wraps, 100g (½ tub) ready-made tomato salsa to serve",648,24.3,6.3,48.7,53.5,5.5,12.2,1.9,Mexico
51,Smoky bean and sweet potato tortillas with lime-pickled onions,"1 tbsp olive oil, 1 red onion, finely chopped, 2 garlic cloves, crushed, Pinch of ground cumin, 600g sweet potatoes, peeled and cut into 1cm dice, 1-2 tbsp chipotle paste, 300ml vegetable stock, hot, 2 x 400g tins butter beans, drained and rinsed, 400g tin black beans, drained and rinsed, Handful of fresh mint leaves, chopped, Handful of fresh coriander leaves, Tortilla wraps, charred, to serve, Soured cream to serve, Juice of 1 lime, 1 large red onion, finely sliced, Sea salt crystals or flakes",511,5.3,0.9,20.8,94.5,13.9,18.4,1.9,Mexico
52,Smoky coriander beef fajitas,"2 tbsp vegetable oil for frying, 2 large onions, thickly sliced, 2 garlic cloves, crushed, 300g British beef rump steak, sliced into strips, Small bunch fresh coriander, stalks roughly chopped and leaves picked, 2 tsp ground cumin, 1 tbsp ground coriander, 100g chargrilled red peppers from a jar, cut into 1cm strips, 4 large tortillas, warmed, 240g mini pack Tex-Mex dips (such as soured cream, guacamole and tomato salsa), Sliced jalapeño chillies and lime wedges (optional)",628,35.7,3.5,107.1,47.4,8.4,4.9,1.9,Mexico
53,Chipotle chicken chilli with avocado,"Olive oil for frying, 2 onions, chopped, 3 garlic cloves, finely chopped, 1 tbsp ground cumin, 6 British free-range skinless boneless chicken thighs, cut into 3cm pieces, 330ml bottle Mexican lager (we used Corona), 400g tin chopped tomatoes, 500ml fresh chicken stock, Small bunch fresh coriander, stalks finely chopped, leaves roughly chopped, 90g chipotle paste, 2 x 400g tins kidney beans, drained and rinsed, ½ tbsp chilli flakes, 1 large ripe avocado, Juice 1 lime, plus 6 wedges, 1 small red chilli, finely sliced, 12 small white flour tortillas, 1 red onion, finely sliced, soaked in cold water, then drained, Soured cream",354,13.3,2.6,24.4,25.0,10.5,10.9,0.6,Mexico
54,Braised beef chilli,"Olive oil for frying, 2 red onions, thinly sliced, 1 tbsp ground cumin, 1 tsp smoked sweet paprika, 1 tbsp ground coriander, 1.5kg beef shin, diced, 3 green peppers, sliced, 2 dried ancho chillies, soaked in hot water for 10 minutes, then roughly chopped, 1 tbsp tomato purée, 500ml beef stock (we like ), 400g tin chopped tomatoes, 30g very dark chocolate (80 per cent cocoa solids), in pieces, Large bunch fresh coriander, leaves roughly chopped, 1 red onion, finely chopped, 200g black eye beans, drained and rinsed, 100g tinned sweetcorn, drained, Bunch fresh coriander, leaves roughly chopped, Juice of 1 lime, 1 red chilli, deseeded and chopped, Steamed rice, Soured cream",507,17.6,6.0,64.0,19.6,11.5,6.9,1,Mexico
55,Veggie chilli with nachos,"Glug olive oil or sunflower oil, 1 red onion, roughly chopped, 3 mixed peppers, sliced, 2 dried ancho chillies, soaked in hot water for 10 minutes, then roughly chopped, 2 tsp ground coriander, 2 tsp ground cumin, 1 tsp smoked paprika, 1 tbsp dried oregano, 3 fat garlic cloves, sliced, 460g passata, 1 tbsp red wine vinegar, 1 tbsp palm sugar or maple syrup, 500ml vegetable stock, hot (we like Knorr), 400g can black beans, rinsed and drained, Bunch fresh coriander, stalks finely chopped, leaves roughly chopped, Juice ½ lime, plus 6 wedges to serve, 200g bag tortilla chips, 100g lincolnshire poacher, strong cheddar or vegetarian alternative, grated, 4 spring onions, chopped, 3 pickled jalapeños from a jar, chopped",394,19.4,5.3,12.8,37.5,10.6,8.8,1.7,Mexico
56,Red pepper and courgette enchiladas,"1 large or 2 small red peppers, deseeded and cut into strips, 2 courgettes, cut into batons, 1 red onion, cut into wedges, Olive oil to drizzle, 1 red chilli, finely sliced, 1 tsp each ground coriander and ground cumin, toasted in a pan for 1 minute, Handful fresh coriander, chopped, 1 onion, finely chopped, 2 garlic cloves, crushed, 800g ripe tomatoes, chopped, 4 flour tortillas, 100g grated cheddar, 100g grated mozzarella",488kcal,21.5,11.2,20.4,49.0,13.4,8.2,1.8,Mexico
57,Beef enchiladas,"half a batch of this beef and vegetable stew, a glug of vegetable oil, 1 onion, roughly chopped, 1 tsp ground cumin, 1 tsp ground coriander, 4 tsp chipotle paste, 400g tin of chopped tomatoes, a splash of beef stock, 2 large flour tortillas, 4 tbsp soured cream, 30g grated cheddar, a green salad, to serve, 1 litre ovenproof dish",801,42.3,13.0,55.3,33.4,24.0,9.2,1.8 salt,Mexico
58,Fried kale with black bean chilli and guacamole,"2 x 400g tins black beans, drained and rinsed, 200ml hot vegetable stock, 1-2 red chillies, deseeded and finely chopped, Good dollop of Greek yogurt, plus extra to serve, 2 tbsp olive oil, 200g curly kale, 1 garlic clove, crushed, Splash of white wine vinegar (optional), 4 medium free-range eggs, 75g grated cheddar, Hot chilli sauce (we like Lingham’s) or ketchup to serve, 2 large ripe avocados, 110g vine tomatoes, deseeded and roughly chopped, ½-1 green chilli, deseeded and finely chopped, 1-2 spring onions, finely sliced, Juice of 1-2 limes",406,28.4,8.9,19.2,18.7,3.2,8.6,0.5,Mexico
59,Spicy turkey enchiladas,"1 tbsp olive oil, plus extra for oiling, 1 small onion, finely chopped, 2 large garlic cloves, crushed, 2 tbsp chipotle chilli paste (see know-how), 2 x 400g tins chopped tomatoes, 250ml fresh turkey or chicken stock, Splash of red wine vinegar, 8 small corn tortillas, 400g leftover turkey, shredded, 2 tsp smoked paprika, Pinch of cayenne pepper, 1½ tsp ground cumin, 5-6 pickled jalapeño slices, chopped, plus a splash of the pickling liquid, 300ml soured cream, 40g cheddar, grated",713,27.6,13.5,46.2,66.7,10.9,5.6,1.6,Mexico
60,"Cheddar, jalapeño, chilli and sweetcorn muffins","175g plain flour, 4½ tsp baking powder, ½ tsp salt, 150g dried polenta, 100g finely grated mature cheddar, ¼ tsp chilli flakes, 284ml pot of buttermilk (or whole milk), 2 medium free-range eggs, 75g melted butter, 160g drained tinned sweetcorn, 2 deseeded, chopped jalapeño chilli, 1 sliced jalapeño chilli, 25g grated cheddar",224.0,10.7,5.0,7.8,23.4,2.2,1.4,1,Mexico
61,Parmesan taco shells,"100g cheddar, finely grated, 50g parmesan, finely grated",155.0,12.4,7.8,10.6,0.1,0.1,0.0,0.7,Mexico
62,Beef fajitas with avocado and sweetcorn salsa,"2 tbsp olive oil, 2 x 250g British free-range rump steaks, 4 red peppers, sliced, 2 onions, sliced, 2 garlic cloves, finely chopped, 1 tbsp fajita seasoning, 2 ripe avocados, 100g sweetcorn kernels, sliced off the cob, blanched (or tinned, rinsed and drained), Juice 1 lime, plus wedges or squeezing, 4-8 flour tortillas (depending on size), Roughly chopped fresh coriander, grated cheddar and soured cream (optional)",649.0,30.2,7.9,37.8,51.5,12.0,10.9,2,Mexico
63,Vegetarian huevos rancheros,"1 tsp olive oil, plus extra for frying the eggs, 1 onion, chopped, ½ tsp ground cumin, Pinch dried chilli flakes, 400g can black beans, drained and rinsed, 2 corn tortillas, 2 medium free-range eggs, 50g feta, crumbled, 1 avocado, peeled and stoned, Small handful chopped fresh coriander, plus extra to garnish, Juice 1 lime, ½ garlic clove, 4 ripe tomatoes, finely chopped, ½ red onion, finely chopped, Small handful chopped fresh coriander, Dash Tabasco sauce",663.0,31.6,9.4,27.9,56.9,16.3,19.9,1.3,Mexico
64,Lighter chicken enchiladas,"1 large onion, cut into 2cm wedges, 2 large red peppers, cut into thin strips (about 1.5 cm), 2 British free-range skinless boneless chicken breasts, cut into 2cm strips lengthways, Olive oil for brushing, 8 small soft flour tortillas, 435g tin refried beans, 60g reduced-fat cheddar-style cheese, grated, Chopped fresh coriander and crisp green salad to serve, 1 tbsp olive oil, 1 large onion, finely chopped, 3 garlic cloves, finely chopped, 1kg tomato passata, 2 tbsp Mexican spice mix (we used Old El Paso Seasoning Mix For Smoky BBQ Fajitas), 2 small fresh jalapeño (or regular green) chillies, deseeded and very finely chopped, 2 tbsp olive oil, 2 tbsp plain flour, 150ml fresh chicken stock, hot, 150g fat-free Greek yogurt (we like Total)",404.0,11.4,3.4,23.3,48.5,9.7,7.7,2.3,Mexico
65,Smoky sweetcorn fritters with tarragon yogurt,"90g self-raising flour, 100ml milk, 1 large free-range egg, ½ tsp sweet smoked paprika (also called pimentón dulce), 2 x 340g tins sweetcorn in water, drained, 5 spring onions, finely sliced, 2 garlic cloves, crushed, 1 small red chilli, deseeded and very finely chopped, 6 tbsp vegetable oil for frying , 150g natural yogurt, Small handful tarragon, roughly chopped, Juice ½ lemon, plus wedges to serve, Green salad to serve",401.0,22.4,3.2,10.6,36.8,12.8,4.8,0.4,Mexico
66,Ultimate chilli,"2 tbsp rapeseed oil, 1 large onion, finely chopped, 3 garlic cloves, finely chopped, 3 small carrots, finely chopped, 2 celery stalks, finely chopped, 2 red peppers, finely chopped, 2 tsp hot chilli powder, 1 tsp smoked paprika, 2 tsp ground cumin, Good pinch of cinnamon, 500g rib-eye steak, finely chopped, fat removed, 2 x 400g tins chopped tomatoes, 1 tbsp Worcestershire sauce, 1 tbsp treacle, 1 x 400g tin each kidney beans and chickpeas, drained and rinsed, Crusty bread and crème fraîche to serve",231.0,8.1,2.1,20.2,20.0,10.1,7.3,0.6,Mexico
67,Spicy guacamole,"2 ripe avocados, Juice of 2 limes, 1 small red onion, finely chopped, 1-2 tsp Tabasco sauce, 2 tbsp extra-virgin olive oil, Bunch of fresh coriander, roughly chopped",104.0,10.2,2.2,0.9,2.0,1.2,2.0,0.1,Mexico
68,Tomato salsa salad,"4 medium-size vine-ripened tomatoes, chopped into chunks,, or 12 cherry tomatoes, quartered, 2 red peppers, finely chopped, ½ red onion, finely chopped, 1 garlic clove, crushed, Small handful of fresh coriander, finely chopped, Juice of 1 lime, 1 tbsp extra-virgin olive oil ",36.0,1.7,0.3,0.9,4.3,4.1,1.6,trace,Mexico
69,Spicy Mexican tortilla soup with avocado salsa,"2 tbsp olive oil, 1 large onion, finely chopped, 2 garlic cloves, sliced, ½ dried ancho chilli, soaked in boiling water for 15 minutes, then drained (see tips), 1 tsp sweet smoked Spanish paprika (pimentón), 1 tsp ground cumin, 1 litre vegetable stock, 2 x 400g tins chopped tomatoes, 400g tin kidney beans, drained and rinsed, 400g tin black beans, drained and rinsed, 200g frozen sweetcorn, Soured cream and lime wedges to serve, 3 soft flour tortillas, Olive oil to brush, 2 ripe avocados, Extra-virgin olive oil to drizzle, Juice 2 limes, Small bunch fresh coriander, leaves picked and stems chopped, 1 fresh jalapeño (or green) chilli, seeds removed, finely sliced",247.0,14.1,2.5,8.1,17.3,6.2,9.0,0.8,Mexico
70,Quick chilli con carne,"1 tbsp olive oil, 2 large onions, finely chopped, 3 garlic cloves, crushed, 500g British beef mince, 1 tbsp ground cumin, 1 tsp smoked paprika (pimentón), hot or sweet, depending on how hot you like your chilli con carne, ¼ tsp ground cinnamon, 400g tin chopped tomatoes, 250ml fresh beef stock, 400g tin red kidney beans, drained and rinsed, Coriander leaves, lime wedges, soured cream and warmed tortillas or steamed rice",443.0,24.3,9.3,32.6,19.3,8.8,8.4,0.7,Mexico
71,Ernesto’s winning chilli,"1 tbsp vegetable oil, 1 onion, finely chopped, 2 garlic cloves, chopped, 1 red pepper, finely chopped, 2 medium vine tomatoes, chopped, 1 tsp hot chilli powder, 1 tsp paprika, 1 tsp ground cumin, 500g 10% fat British Aberdeen Angus beef mince, 100ml red wine, 1 tsp dried oregano, 1 tsp dried thyme, 3 tsp tomato paste, 400g tin chopped tomatoes, 240ml quality fresh beef stock, 2 bay leaves, 1 medium cinnamon stick , 400g tin kidney beans, drained and rinsed, 400g tin sweetcorn, 30g dark chocolate (85% cocoa solids), broken into pieces, Ripe avocado, soured cream, fresh coriander sprigs and soft flour tortillas to serve (optional)",358.0,15.3,6.4,24.1,23.7,14.3,8.4,0.2,Mexico
72,Beef chilli with dark chocolate,"1 tbsp vegetable oil, 1 onion, finely chopped, 2 garlic cloves, chopped, 1 red pepper, finely chopped, 2 medium vine tomatoes, chopped, 1 tsp hot chilli powder, 1 tsp paprika, 1 tsp ground cumin, 500g 10% fat British Aberdeen Angus beef mince, 100ml red wine, 1 tsp dried oregano, 1 tsp dried thyme, 3 tsp tomato paste, 400g tin chopped tomatoes, 240ml quality fresh beef stock, 2 bay leaves, 1 medium cinnamon stick, 400g tin kidney beans, drained and rinsed, 400g tin sweetcorn, 30g dark chocolate (85% cocoa solids), broken into pieces, Ripe avocado, soured cream, fresh coriander sprigs and soft flour tortillas to serve (optional)",358.0,15.3,6.4,24.1,23.7,14.3,8.4,0.2,Mexico
73,Smoky beef chilli with black beans,"2 pasilla or guajillo chillies (see tips), 800ml tomato passata, 900g beef shin, cut into 3 cm cubes, 4 tbsp olive oil, 2 large onions, roughly chopped, 6 garlic cloves, finely chopped, 2 tbsp smoked sweet paprika (pimentón), 3 tbsp ground cumin, 1 tbsp chipotle purée, 60ml cider vinegar, 50g soft brown sugar, 1 tsp sea salt, 2 X 400g tins black beans, drained and rinsed, Finely chopped red onion, Chopped avocado, Fresh coriander leaves, Grated red leicester cheese, Tortilla chips",,,,,,,,,Mexico
74,Drunken caterpillar chilli con carne,"1 red onion, peeled, 8 garlic cloves, peeled, 4 fresh oregano sprigs, Extra-virgin olive oil, to drizzle, 1 tsp dark muscovado sugar, 400g tin plum tomatoes or fresh tomatoes (see tips), >400g tin black beans, drained and rinsed, 2 whole mild chillies such as pasilla, mulato or ancho, or a combination, ½ star anise, 1 tsp cumin seeds, 500g boneless beef shin, trimmed, or heel of beef, 250g pig’s cheek, Vegetable or sunflower oil, 250g quality beef mince, 300ml porter, or other dark beer, such as Guinness, 1 tsp chilli piquin powder or other chilli powder, 1 tsp powdered chipotle chilli (about half a large chipotle chilli), 1 tsp sweet smoked paprika, 1 tsp sal de gusano (chilli salt made with crushed caterpillars) or Maldon smoked salt, 1 tsp treacle, 250-500ml fresh beef stock , Fresh coriander leaves, Sour cream, Pickled jalapeños, Tortilla chips",,,,,,,,,Mexico
75,Barbecue sweet potatoes with garlic and herb dressing,"6 medium sweet potatoes, unpeeled, Extra-virgin olive oil to drizzle, 6 fat garlic cloves, unpeeled, 300g soured cream or natural yogurt, ½ red onion, Finely grated zest and juice, 1 lemon, Small bunch fresh coriander, chopped, Small bunch fresh flatleaf parsley, chopped, Small bunch fresh mint, chopped, plus extra leaves to serve",338.0,16.2,7.2,4.6,44.2,13.6,7.1,0.3,Mexico
76,Griddled cheesy cornbreads,"150g self-raising flour, plus extra for dusting, 100g polenta or cornmeal, 1 tsp sea salt, 250g natural yogurt, 100g mature cheddar, grated",235.0,7.0,3.9,9.8,32.7,3.4,1.5,1.4,Mexico
77,Leftover chicken quesadillas,"75g cooked chicken or pancetta or a mix of both (or same weight in veg), 75g grated mature cheddar and edam, 4 spring onions, sliced, 1 jalapeno chilli, finely chopped, Large handful fresh coriander, chopped, Olive oil, 2 flour tortillas",448.0,23.4,11.5,26.0,1.0,1.0,3.5,1.6,Mexico
78,Sweetcorn salsa,"340g tin of sweetcorn, drained and rinsed, ½ small red onion, finely chopped, Bunch of fresh coriander, roughly chopped, 1 red chilli, finely chopped, Handful of salted peanuts, finely chopped, Juice of 1-2 limes",223.0,8.1,1.4,7.1,31.1,12.9,3.7,0.9,Mexico
79,Mexican lamb wraps with guacamole,"1 tbsp olive oil, ½ red onion, sliced, 1 tsp ground cumin, 350g diced lamb leg, 1 tsp smoked paprika, juice of 1 lime, 2 garlic cloves, crushed, 2 ripe avocados, ½ finely chopped red onion, small bunch of chopped fresh coriander, tortillas, soured cream",534.0,28.7,9.0,25.5,44.8,3.8,6.3,0.7,Mexico
