,Title,Ingredients,Kcal,Fat,SaturatedFat,Protein,Carbohydrates,Sugars,Fibre,Salt,Country
51,Root vegetable and lentil tagine,"1 tbsp light olive oil, About 900g mixed root veg (see tip), 2 tbsp dried harissa spice mix (we used Bart), Large handful fresh parsley, stalks and leaves chopped separately , 200g dried green lentils, 2 x 400g tins cherry tomatoes, 700ml gluten-free vegetable stock, 1 preserved lemon, flesh and pith discarded, peel finely sliced, 6 prunes, stoned and quartered, 1 small cauliflower, cut into florets, any small leaves reserved, Unsweetened coconut yogurt to serve, Cooked rice or couscous to serve",252,3.9,0.6,13.3,34.8,18.1,12.2,0.3,vegan
52,Baked falafel in tomato sauce,"150g pack falafel mix (we used Al’fez from Waitrose, but Sainsbury’s sells a similar one), Small handful fresh flatleaf parsley, finely chopped, 1 tbsp olive oil, 1 onion, finely chopped, 1 yellow pepper, chopped, 1 tbsp harissa paste, 50g dried apricots, chopped, 400g tin cherry tomatoes, 200ml vegetable stock, hot, 60g baby leaf spinach, 2-3 tbsp tahini",260,13.0,1.4,7.3,24.0,14.1,8.5,0.7,vegan
53,"Lentil, tomato and paprika soup with crispy kale","1 tbsp vegetable oil, plus a splash extra, 1 onion, chopped, 2 garlic cloves, crushed, 1 fresh rosemary sprig, 2 tbsp sweet smoked paprika, 250g red lentils, 400g tin chopped tomatoes, 1 litre vegetable stock (from a stock cube), 100g prepared kale, Squeeze of lemon juice, Crusty bread to serve",322,7.9,0.8,17.9,39.9,7.6,9.7,0.6,vegan
54,Tofu and cauliflower curry,"1 tbsp sunflower oil, 400g tofu, sliced into 2cm cubes, 6 tbsp red Thai curry paste, 2 bruised lemongrass sticks, 1 cauliflower, separated into florets plus reserved cauliflower leaves, 450g tin of mango pulp, 400ml light coconut milk, 150g frozen peas, Coconut yogurt and large handful of fresh coriander leaves, to serve",461,23.9,8.4,22.5,32.6,24.0,12.8,0.9,vegan
55,Mango overnight oats ,"300g jumbo rolled oats, 275ml dairy-free milk (we used oat), 450g tin of mango pulp, 1 large apple, grated, 200g dairy-free yogurt (we used coconut), Passion fruit seeds and the pulp, toasted chopped pistachios, pomegranate seeds, mixed seeds, to serve",284,6.0,1.3,7.6,46.1,13.8,8.0,0.2,vegan
56,Grilled mango and coconut ‘pannacotta’,"400ml tin full-fat coconut milk, 35ml vegan rum (optional), 1 vanilla pod, seeds scraped out (or 2 tsp vanilla bean paste), 250ml non-dairy milk, 5-6 tbsp coconut honey (see Know-how) or maple syrup to taste, 65g cornflour, 200g ripe mango, peeled and cubed, ½ tsp chilli flakes, 1 tbsp coconut oil, plus extra for greasing, ½ ripe mango, peeled and cut into 2.5cm-thick slices, 2 tbsp coconut sugar, Fresh mint leaves, chopped, Coconut flakes, lightly toasted, 6 x 150ml dariole moulds or ramekins, lightly greased with coconut oil and bases lined with non-stick baking paper",271,13.8,11.4,1.5,31.1,19.9,2.1,0.1,vegan
57,Hasselback potatoes with ‘cheese’ sauce,"500g baby new potatoes, 3 tbsp rapeseed oil, 1 tbsp dried rosemary, 2 tsp sea salt, 1 tsp cracked black pepper, Finely grated zest 1 lemon, 1 garlic clove, crushed, Handful fresh chives, chopped, to serve, Handful dried cranberries to serve, 80g raw cashew nuts, soaked in freshly boiled water for 15 minutes, 120ml filtered cold water, 120ml cold non-dairy milk, 2 tbsp tapioca starch (see Know-how), 3 tbsp nutritional yeast (see Know-how), 1 tsp tahini, 1 tsp white miso, Pinch each sea salt and white pepper",224,8.5,1.7,8.7,25.7,4.4,5.2,1.8,vegan
58,Herb-crusted cauliflower and leek ‘cheese’,"1 large cauliflower, cut into florets, 1 leek, sliced into 2cm rounds, 400ml tin coconut milk, 5 tbsp nutritional yeast (see Know-how), 80g raw cashew nuts, soaked in freshly boiled water for 15 minutes, 1 banana shallot, 1 tbsp white miso paste, 6 tbsp non-dairy milk, Juice ½ lemon, 1 garlic clove, 1 bay leaf, 2 fresh thyme sprigs, 100g dried breadcrumbs, Handful fresh flatleaf parsley, 2 fresh rosemary sprigs, leaves picked, Handful fresh sage leaves, 4 fresh thyme sprigs, leaves picked, 3 tbsp rapeseed oil, 15cm x 23cm ovenproof baking dish ",553,36.6,17.2,18.7,34.1,7.4,5.9,0.6,vegan
59,Shallot tarte tatin,"320g vegan puff pastry (we used Jus-Rol), Plain flour for dusting, 4 tbsp rapeseed oil, 5-6 banana shallots, peeled, cut in half lengthways and roots trimmed, 3 tbsp soft light brown sugar, 4 tbsp balsamic vinegar, 2 tbsp vegan brandy (optional; see Vegan Drinks Cupboard), 2 fresh thyme sprigs, 1 fresh rosemary sprig, ½ tsp sea salt flakes, ½ tsp cracked black pepper, 25cm non-stick ovenproof, heavy-based frying pan (measured across the top)",463,29.9,10.2,5.1,38.0,12.6,2.3,1.4,vegan
60,Hasselback miso roasted vegetables,"1.1kg mixed root vegetables, trimmed and scrubbed, 2 tbsp light olive oil, 2 oranges, 3 tbsp white miso paste, 4 tbsp maple syrup, 1 tsp chilli flakes (optional), 3 star anise, 2 x 250g pouches cooked lentils (we used Merchant Gourmet beluga lentils, 50g toasted nuts, roughly chopped (we used pecans), 100g baby leaf spinach",544,15.5,2.4,21.6,69.8,30.0,18.9,0.5,vegan
61,Zuppa di ceci e farro (chickpea and farro soup),"800g dried chickpeas, 2-3 fresh sage sprigs , 4-5 fresh parsley sprigs , 2 fresh rosemary sprigs , 3 bay leaves, 6 garlic cloves, 200g farro, 100ml extra-virgin olive oil, 2 garlic cloves, sliced , 4 fresh rosemary sprigs, leaves stripped , 1 tsp chilli flakes",394,15.9,4.3,18.3,38.7,2.8,11.5,0.2,vegan
62,Spiced pumpkin soup,"1kg pumpkin or squash, cut into 4cm wedges and seeds removed, (see tip),  1 garlic bulb, halved horizontally, plus a couple of cloves to garnish,  1 banana shallot, roughly chopped,  1 red chilli, roughly chopped,  1 tsp ground coriander,  1 tsp ground cumin,  Small bunch fresh coriander, stalks and leaves (to garnish; optional) separated,  Olive oil to drizzle,  500ml fresh vegetable stock (or made with a gluten-free stock cube), 160ml tin coconut cream,  1 tbsp light olive oil,  1 red chilli, finely sliced,  1 banana shallot, finely  sliced,  Hollowed-out pumpkin to  serve the soup in (optional)",224,17.4,9.2,5.1,9.7,5.0,4.6,0.1,vegan
63,Vegan Turkish kebabs with chilli sweet potato mash and roasted veg,"2 sweet potatoes, peeled and cut into 2cm chunks, Oil for drizzling and brushing, 1 tbsp aleppo chilli flakes (see tips), plus extra to serve, 1 fennel bulb, cut into wedges , 4 banana shallots, peeled and halved lengthways, 1 tsp za’atar (see tips), ½ x 400g tin cannellini beans, drained and rinsed, 300g vegan mince (we used Ocado Meat Free Mince as it has a good texture for kebabs), 2 tbsp rapeseed oil, 2 banana shallots, chopped, 2 tsp baharat (see tips), ½ x 400g tin cannellini beans, drained and rinsed, Bunch fresh parsley, chopped, 4 tbsp tahini, 8 metal skewers (or wooden ones soaked in cold water for 30 minutes)",481,22.7,3.1,19.9,41.0,11.1,16.6,0.8,vegan
64,"Roast potatoes with polenta, balsamic and thyme","2kg maris piper potatoes, peeled and cut into large, even chunks, 1 tsp salt, 7 tbsp light olive oil, 3 tbsp polenta, Sea salt flakes, 2 tbsp balsamic vinegar, such as Mazzetti L’Originale, 8 unpeeled garlic cloves, lightly bashed with a rolling pin, 8-10 fresh thyme sprigs, leaves stripped, plus extra to serve",332,10.1,1.5,5.6,52.0,3.1,5.4,0.8,vegan
65,Mini Scandi crumble pies,"500g block shortcrust pastry (see tip; we used Jus-Rol), Plain flour to dust, Maple syrup to serve, Edible gold glitter/shimmer (from Sainsbury’s or Waitrose; optional), 125g mincemeat (see tip; we used Meridian Organic Mince Pie Filling, which is vegan), 100g tropical mix dried fruit, 3 tbsp cherry brandy (see tip),  50g marzipan (see tip), chopped, 15g pecan halves, toasted in a dry frying pan and chopped, ¼ tsp ground cinnamon, 50g marzipan (see tip), grated, 30g pecan halves, toasted in a dry frying pan and chopped, 20g rolled oats, 1 tsp demerara sugar, Pinch ground cinnamon, 4-5cm plain or fluted cutter, a 24-hole mini bun/muffin tray (we used KitchenCraft, from amazon.co.uk)",159,8.6,"2.6,",2.0,16.8,8.4,1.0,0.1,vegan
66,"Vegan miso mushroom, squash and chestnut wellington","1 butternut squash (about 800g), peeled and deseeded, Olive oil for drizzling and brushing, 600g portobellini or chestnut mushrooms, roughly chopped, 50g walnut halves, chopped, 180g bag vacuum-packed whole chestnuts, roughly chopped, Large handful fresh flatleaf parsley, stalks and leaves chopped separately, 3 fresh thyme sprigs, leaves picked, 2 tbsp miso paste (see Know-how), 4 fat garlic cloves, crushed, 3 soft pitted prunes, finely chopped, 3 tbsp madeira (check the label to make sure it’s vegan), 2 tbsp chopped chives, ¼ tsp soy sauce, plus a splash, 6 tbsp panko breadcrumbs, 500g block puff pastry (check the label to make sure it’s vegan – we used Jus-Rol), Plain flour for dusting, Sea salt flakes, Large pinch poppy seeds",605,30.9,11.4,13.5,62.2,11.4,8.1,1.7,vegan
67,Miso and maple aubergine ‘steak’ burger,"2 tbsp white miso paste (from Waitrose, Ocado and Amazon), 1 tbsp maple syrup, 1 tbsp dark soy sauce, 1 large aubergine, 2 medium onions, cut into wedges, 2 tbsp vegan mayonnaise, Grated zest and juice ½ lime, 1 tbsp sriracha sauce, 2 burger buns, split in half, Salad (we used an Asian herb/salad mix but you could use a combination of coriander and pea shoots) and a few salted peanuts (optional) to serve",440,17.2,1.8,10.6,55.6,21.9,10.3,3.3,vegan
68,Peanut sauce,"1 tbsp groundnut oil, 1 medium onion, finely chopped, ½ tbsp curry powder, ½ tbsp extra-hot chilli powder, 1 garlic clove, crushed, 5cm piece fresh ginger, grated , 1 red scotch bonnet chilli, pierced with a sharp knife, 3 tbsp roasted peanuts, crushed, 2 tsp sea salt flakes, crushed, 150ml fresh vegetable stock, 150g peanut butter, 400g tin chopped tomatoes, 2 tbsp tomato purée, 1 medium onion, roughly chopped, 5cm piece fresh ginger, grated, 1 red scotch bonnet chilli, deseeded, 1 tbsp chilli flakes (see tip), 1 tsp crushed sea salt, Blender or food processor",203,14.3,3.2,8.1,8.6,6.1,3.9,2.4,vegan
69,Koose black-eyed bean fritters with scotch bonnet salsa,"250g dried black-eyed beans, 1 tbsp cornflour, plus extra to dust (see Zoe’s tip), 2 tsp cayenne pepper, 1 tsp sea salt, 1 tbsp rapeseed oil, ½ red onion, very finely chopped, 2 fresh red chillies, very finely sliced, 4 fingers fresh okra, very finely chopped, 500ml vegetable oil to deep fry, 500g mixed heritage tomatoes, thinly sliced or quartered if small, 1 medium red onion, finely chopped, 1 scotch bonnet chilli, deseeded and finely diced, Handful fresh coriander, chopped, 1/2 tsp cayenne pepper, Juice 1 lemon, plus extra slices to garnish, Digital probe thermometer",269,10.4,0.9,11.1,29.6,5.9,6.5,0.9,vegan
70,Super green pasta,"500g penne pasta, 200g pot of houmous, 1 avocado, roughly chopped, 1 courgette, roughly chopped, 200ml light coconut milk, 100g defrosted frozen peas, Finely grated zest and juice of ½ lemon, The leaves of 5-6 fresh mint sprigs, Extra squeeze of lemon, lemon zest, black pepper, a few torn mint leaves and sea salt flakes, to serve",500,18.0,4.4,15.0,65.6,3.2,8.9,0.3,vegan
71,Vietnamese-style crispy tofu bowl,"125g rice noodles, 2 tbsp chilli sauce of your choice, Finely grated zest and juice 1 lime, 1 banana shallot, sliced into rings, 2 tbsp cornflour, ½ tsp flaked sea salt, ½ tsp freshly ground black pepper, 280g block extra-firm tofu, cut into 0.5cm slices, 1 tbsp vegetable oil, 1 carrot, sliced into thin strips (use a julienne peeler, if you have one), ¼ cucumber, sliced into thin strips, Small handful fresh mint leaves, Small handful toasted peanuts",404,14.1,6.1,18.1,48.0,7.2,6.3,2,vegan
72,Baba ghanoush,"2 large aubergines, 3 tbsp olive oil, plus extra for roasting, 1 small garlic clove, finely chopped or grated, Juice ½ lemon, 3 fresh parsley sprigs, roughly chopped, plus extra to serve, 2 tsp tahini (optional)",268,21.1,3.2,4.9,8.9,7.9,11.6,no salt,vegan
73,Fruit and herb buckwheat salad,"375g buckwheat, 1 good quality vegetable stock cube, 4 tbsp olive oil, 2 tbsp pomegranate molasses, Grated zest and juice ½ lemon, 1 preserved lemon, pulp removed and discarded, finely chopped (we used Belazu, from Sainsbury’s and Waitrose), 75g golden raisins, 75g green olives, roughly chopped, 50g shelled unsalted pistachios, roughly chopped, Handful fresh mint leaves, chopped, Small handful fresh dill, chopped",313,10.8,1.5,5.7,47.1,7.9,2.0,1.1,vegan
74,Green houmous with smoked almond dukkah,"100g broad beans, 200g petits pois, defrosted, 400g tin chickpeas, drained and rinsed, 3 tbsp tahini, 1 garlic clove, crushed, Grated zest and juice 1 lemon, 4 flatbreads, cut into wedges, Olive oil for brushing and drizzling, 100g smoked almonds, roughly chopped, 1 tbsp sesame seeds, 1 tsp coriander seeds, bruised in a pestle and mortar, 1 tsp cumin seeds, bruised in a mortar and pestle, 1 tsp sumac",262,14.8,1.7,11.3,17.1,1.8,7.6,0.2,vegan
75,Teriyaki and sesame aubergines with rice,"1½ tbsp light olive oil, 4 medium aubergines, halved, the cut sides lightly scored in a criss-cross pattern using the tip of a sharp knife, 250g long grain rice, rinsed in cold water, 200g fresh or frozen peas, 1-2 red chillies, deseeded (see tips) and chopped, 4 garlic cloves, bruised and chopped, 90ml teriyaki sauce, 1½ tsp toasted sesame oil, Grated zest and juice 1½ limes, the remaining ½ cut into wedges, 3 spring onions, thinly sliced, Small bunch fresh coriander, leaves chopped",438,7.9,1.5,11.4,74.5,18.7,11.9,1.7,vegan
76,Heritage tomato salad,"2 shallots, finely sliced, 2 tbsp sherry vinegar, 1 tsp caster sugar, 1kg heritage tomatoes, sliced, 50g caperberries, 4 tbsp extra-virgin olive oil, ½ tbsp fresh thyme leaves, 60g bag rocket",77,5.7,0.8,1.0,4.6,4.3,1.6,trace,vegan
77,Broad bean tabbouleh salad,"25g bulgur wheat (see tip), 200g podded broad beans (650-750g in their pods), 1 tbsp za’atar spice mix, 4 tbsp extra-virgin olive oil, Grated zest and juice 1 lemon, Juice ½-1 lime, ½ small garlic clove, grated, Bunch spring onions, chopped, 1 ripe beef tomato, chopped, Large bunch fresh parsley, chopped, Small bunch fresh mint, leaves picked and chopped, Sumac for sprinkling",196,12.9,1.2,1.9,12.0,3.8,6.9,trace salt,vegan
78,Artichoke panzanella,"100g blanched almonds, 270g loaf olive ciabatta, torn into chunky pieces (see tip), 2 x 175g packs chargrilled marinated globe artichokes in oil, 100g fresh flatleaf parsley, roughly chopped, Finely grated zest and juice ½ lemon, Olive oil for frying",509,32.5,3.5,14.6,34.5,3.8,9.8,2.4,vegan
79,Jollof beans (black-eyed beans in tomato sauce),"250g dried black-eyed beans, 400g tin tomatoes, 1 large onion, chopped, 1 red pepper, roughly chopped, 1 garlic clove, crushed, 1 tsp ground ginger, ½ scotch bonnet chilli, deseeded, Sunflower or olive oil for frying, ½-1 tsp Dunn’s River All Purpose Seasoning , 1-2 tsp Maggi Liquid Seasoning , Handful freshly chopped parsley , Handful chopped fresh coriander, Squeeze lime juice (optional), Cooked rice, bread, couscous or fried plantain to serve",321,6.9,1,17.2,42.4,10.0,10.1,0.8,vegan
80,Butternut squash and cauliflower laksa with rice noodles,"1 banana shallot, halved, ½ green chilli (plus extra, sliced, to serve if you like), optional, 2 garlic cloves, 1 large piece fresh ginger, chopped, plus extra, sliced into matchsticks, to serve, 1 heaped tbsp lemongrass paste from a jar or tube (from the world food section of large supermarkets), 2 tsp cold-pressed rapeseed oil, 2 x 400ml tins half-fat coconut milk, 6 fresh or dried lime leaves (optional), 500g frozen butternut squash, 500g frozen cauliflower, 250g wide brown rice noodles, Handful fresh coriander leaves to serve (optional)",466,15.8,10,15.1,63.1,10.4,5.3,1.3,vegan
81,Martine’s homemade chips,"800g floury potatoes (we used maris piper), 2 litres sunflower oil, Malt vinegar and sea salt flakes to serve, Digital probe thermometer or a deep-fat fryer",274,11.2,1.4,3.9,37.3,1.7,4,trace,vegan
82,Roasted vegetable ratatouille,"1 aubergine, cut into small chunks, 1 each yellow and orange peppers, deseeded and thickly sliced, 2 courgettes, roughly chopped, 1 large fennel bulb, sliced through the root into wedges, 4 tbsp olive oil, 180g radishes, halved if large, 500g cherry tomatoes on the vine, 4 garlic cloves, crushed, 1 tbsp sherry vinegar, Large handful fresh basil and flatleaf parsley leaves, chopped",133,6.5,1,3.7,11.5,10.0,6.8,0.1,vegan
83,Bloody mary panzanella,"4 tbsp extra-virgin olive oil, 150g ciabatta, torn into chunks, 250g halved cherry tomatoes, 2 sliced celery sticks,  2 tbsp drained capers, 2 tbsp extra-virgin olive oil,  1 tbsp vodka (optional), 1 tsp red wine vinegar, ½ tsp Worcestershire sauce, ¼ tsp Tabasco sauce, ¼ tsp celery salt, Lemon wedges and fresh basil leaves, to serve",225,12.8,1.9,5.0,21.3,3.5,2.3,0.9,vegan
84,Vegan caramelised onion tart,"120g unroasted unsalted cashew nuts, 2 garlic cloves, 1 tbsp freshly squeezed lemon juice, 60ml extra-virgin olive oil, plus extra for greasing, 4 large onions, thinly sliced, 1 tbsp rice malt syrup (see Know-how), 50g spinach, 50g kale, sliced, 1 tbsp cider vinegar, 150g ground almonds, ½ tsp sea salt, 1 tsp bicarbonate of soda, ½ tsp dried rosemary, 60ml extra-virgin olive oil",332,29.0,3.8,7.8,10.2,6.3,2.3,0.7,vegan
85,Vegan hasselback potatoes,"2.5kg floury potatoes such as maris piper, estima or king edward, 5 tbsp olive oil",254cals,7.6,2,5.0,40.2 carbs,1.4,4.3 fibre,trace,vegan
86,Cashew and smoked tofu potsticker gyoza,"16-20 ready-made gyoza wrappers (from Asian grocers or theasiancookshop.co.uk), Toasted sesame oil and vegetable oil for frying, 75-100ml boiling water,  75g roasted, salted cashew nuts,  150g smoked tofu, 50g chinese cabbage or pak choi, roughly chopped, 2 spring onions, chopped,  ½ small carrot, peeled and grated,  20g beansprouts, ½ small red chilli, 1-2 garlic cloves, crushed, 1 tsp peeled and grated ginger,  1 tbsp tamari or dark soy sauce, 1 tbsp sweet chilli sauce, 1 tbsp toasted sesame oil, 4 tbsp sweet chilli sauce, 3 tbsp tamari or dark soy sauce, 2 tbsp rice vinegar, Finely sliced spring onions, Coriander leaves, Toasted sesame seeds,  28cm non-stick frying pan with  a lid",361,16.9,3,14.1,36.5,15.2,3.2,3,vegan
87,"Carrot, butterbean and caraway dip","500g carrots, sliced into 5mm discs, 75ml olive oil, plus extra to drizzle, Juice ½ orange, 2tsp caraway seeds, ½ tsp cumin seeds, ½ tsp coriander seeds, 1 garlic clove, peeled, Pinch sugar, 400 tinned butterbeans, drained and rinsed, Lemon juice to taste, 2-3 tbsp dukkah","111,",6.6,0.9,2.9,7.7,3.4,4.6,0.1,vegan
88,Broad bean & mint dip,"500g frozen podded broad beans (use fresh if they’re in season), 1-2 garlic cloves, peeled, 7-8 sprigs fresh mint, leaves picked and chopped, Small bunch fresh flatleaf parsley, chopped, 100ml light olive oil",106,7.8,1.1,3.0,3.6,0.7,4.3,no salt,vegan
89,Brazilian black bean soup with raw corn salsa,"Sunflower oil for frying, 2 onions, finely chopped, 2 red chillies, finely chopped, 5 large garlic cloves, crushed, 1½ tbsp smoked paprika, ½ tbsp ground cumin, 2 x 400g tins black beans, 1 litre vegetable stock, 5 bay leaves, 3 roasted red peppers from a jar, drained and roughly chopped, 1 small sweet potato, peeled and diced into 2cm pieces, Lime wedges to serve, 2 corn cobs, kernels sliced off with a sharp knife (or, if not in season,150g frozen sweetcorn, defrosted), ½ red chilli, finely diced, 6 spring onions, finely sliced, ½ small red onion, finely diced, Bunch fresh coriander, finely chopped",276,9.4,1.2,10.3,33.3,10.3,8.4,1.3,vegan
90,Crispy sliced lemon-roasted potatoes,"1.3-1.5kg floury potatoes such as maris piper, peeled, 50ml olive oil, 3 garlic cloves, very finely chopped, Grated zest and juice 1½ lemons, 1 tsp dried thyme, 1 tsp dried oregano, 2 fresh thyme sprigs, leaves picked, Large oven dish with high sides, about 35cm x 20cm",253,6.5,1,4.5,41.4,2.0,5.3,trace,vegan
91,Pink peppercorn and vodka pickle,"2 tbsp vodka, 3 tbsp white wine vinegar, 2 tsp caster sugar, 1 tsp fine salt, 2 tsp pink peppercorns, 1 small bunch finely chopped fresh dill, 150g finely sliced radishes, 1 cucumber",15,0.3,no,0.8,1.6,1.6,0.4,0.2,vegan
92,Vegan fry-up,"200g mixed small peppers,  Oil for drizzling and frying,  200g large oyster  mushrooms, 200g baby leaf spinach,  2 shallots, roughly chopped, 40g fresh ginger, grated,  1 red chilli, deseeded and finely chopped, 2 tbsp tamarind paste (from large supermarkets), 400g tin chopped tomatoes, 1 tbsp palm sugar,  1 ripe avocado, roughly chopped, 400g tin butter beans, drained & rinsed, Juice 1 lemon,  ½ garlic clove, crushed, 1 tsp sumac (from large supermarkets)",279,16.9,2.3,8.9,18.6,9.6,8.7,0.1,vegan
93,Vegetable tagine,"Light olive or vegetable oil for frying, 2 red onions, sliced into wedges, 2 tsp ground coriander, 2 tsp ground cumin, 2 tsp ground cinnamon, 2 garlic cloves, crushed, 20g fresh ginger, grated, 2 tbsp harissa paste, 1 small butternut squash, peeled and diced into 2cm cubes, 3 parsnips, cubed, 2 carrots, diagonally sliced, 200g dried red lentils, 2 x 400g tins cherry tomatoes, 1 litre vegetable stock, 80g dried apricots, roughly chopped, plus extra to garnish, Large bunch fresh flatleaf parsley, leaves picked and roughly chopped",273,4.9,0.6,11.4,40.2,19.3,10.8,0.9,vegan
94,Sweet potato and chickpea curry,"1 tbsp light olive oil, 1 large red onion, finely sliced, 1 large leek, sliced, 1tbsp mild curry paste – or more if you like your food a bit spicier (we like Patak’s korma or tikka paste), Thumb-size piece fresh ginger, grated, 2 large sweet potatoes, peeled and cut into large cubes – or use a mix of sweet potato and pumpkin or butternut squash, 400ml tin coconut milk, 400g tin chickpeas, drained and rinsed, 400g tin chopped tomatoes, 1 tbsp tomato purée, 25g dried red lentils, 115g pack baby leaf spinach, Bunch fresh coriander, finely chopped, 1 lime, halved, Dairy-free yogurt, finely chopped cucumber and rice to serve",509,23.4,15.5,12.7,55.5,18.2,13,0.4,vegan
95,Tofu and edamame noodles,"4 nests wholewheat noodles (we used Blue Dragon), 3 tbsp dark soy sauce, plus extra to taste, 3-4cm fresh ginger, grated, Grated zest and juice 1 lime, plus wedges to serve, 2 garlic cloves, grated, Bunch fresh coriander, stalks finely chopped, leaves roughly chopped, Vegetable oil for frying, 200g tofu, sliced (we used Dragonfly marinated tofu), 1 tbsp toasted sesame seeds, 200g frozen edamame beans",428,14.1,2.4,21.3,50.6,5.4,6.5 fibre,1.8,vegan
