,Title,Ingredients,Kcal,Fat,SaturatedFat,Protein,Carbohydrates,Sugars,Fibre,Salt,Country
50,Confit salmon with mint and coriander chutney and pomegranate and pistachio chaat,"600g organic salmon fillet, skinned and pin-boned (ask your fishmonger), 500ml olive oil, 1 tsp cumin seeds, 1 tsp coriander seeds, 1 tsp cardamom pods, seeds removed and finely crushed, 1 tsp fennel seeds, 1 tsp black peppercorns, 1 cinnamon stick, 1 mace blade, 4 tbsp sea salt, 100g unsalted pistachios kernels, Small bunch fresh coriander, finely chopped, 1 small red onion, finely chopped, 1 red chilli, deseeded and finely chopped, 50g sprouted mung beans (optional), Seeds from 1 small pomegranate, 1 tsp chaat masala (from the world food section of large supermarkets; optional), Juice 1 lime, 60ml extra-virgin olive oil, For the mint & coriander chutney, Small bunch fresh mint, leaves picked, Small bunch fresh coriander, leaves and stalks roughly chopped, 1 green chilli, roughly chopped, ½ tsp toasted cumin seeds, coarsely ground, Juice ½ lime, 1 tsp caster sugar, 150ml greek yogurt, Digital probe thermometer",379.0,32.0,5.9,19.8,3.6,3.0,1.1,1.4,India
51,Spinach dhal with roasted cauliflower and squash,"½ batch of lentil and kidney bean dhal, 1 cauliflower, sliced into florets, ½ butternut squash, chopped into 2cm chunks, 3 tbsp olive oil, plus extra for drizzling, 1 tbsp caraway or cumin seeds, 150g baby leaf spinach, 2-3 tbsp full-fat greek yogurt, Handful fresh flatleaf parsley, roughly chopped",556.0,18.5,5.0,26.6,61.9,17.2,17.3,0.2,India
52,Lentil and kidney bean dhal with fried lamb chops,"Olive oil, 3 leeks, finely sliced, 3 garlic cloves, crushed, 1 red chilli, finely chopped, 1 tbsp garam masala, 500g red lentils, 400ml tin reduced-fat coconut milk, 2 x 400g tins chopped tomatoes, 400g tin kidney beans, drained, 4 x British lamb chops, Fresh coriander leaves and lime wedges to serve",583.0,20.3,9.0,50.2,45.3,7.0,9.4,0.3,India
53,Honey and mustard baked chicken and rice,"2½ tbsp clear honey, plus extra to drizzle, 2½ tbsp wholegrain mustard, Zest and juice 1 lemon, plus wedges for squeezing (optional), 3 tbsp olive oil, 8 free-range, skin-on chicken drumsticks (about 1kg), 300g basmati rice, 2 leeks, sliced, 500ml hot chicken stock (made with a stock cube), Handful fresh parsley, leaves picked",697.0,21.9,4.7,51.9,70.8,10.5,4.2,1.6,India
54,Spiced courgette fritters with mint and jalapeño dip,"5 courgettes, topped and tailed, 3 spring onions, finely sliced, 1 heaped tsp nigella seeds, 3 generous pinches ground turmeric, 1 scant tbsp garam masala, 50g plain flour, 1 medium free-range egg, beaten, Sunflower oil for frying, 1-3 jalapeño chillies, stem ends trimmed off (see Know-how), 250g Greek or natural yogurt, Small bunch fresh mint, leaves picked, 1⁄2 tsp ground cumin, Finely grated zest 1 lime, juice ½",613.0,37.6,12.1,11.0,8.9,10.6,7.3,0.4,India
55,Lemon rice,"300g basmati rice, Grated zest and juice of 1 lemon, 25g butter, 600ml chicken stock, Large bunch of coriander, leaves chopped",,,,,,,,,India
56,Curry spiced sautéed potatoes,"4 tsp crumbled sea salt flakes,, ½ tsp mild or medium curry powder,, ¼ tsp cayenne pepper, ½ tsp finely ground black pepper, 750g floury potatoes, 40g butter, 3 tbsp oil",316.0,6.8,6.5,3.8,35.3,1.7,4.1,1.2,India
57,Saag paneer curry,"500g young leaf spinach, 1 green chilli, deseeded and roughly chopped, 300ml freshly boiled water, 1 tbsp sunflower oil, 1 tsp cumin seeds, 2 garlic cloves, finely chopped, 500g paneer, cut into small cubes, 1 tsp kashmiri chilli powder (or mild chilli powder), plus extra, 2 tbsp double cream, 1 tbsp lemon juice, plus lemon wedges to serve",327.0,18.2,9.4,31.8,7.0,6.5,3.9,2.4,India
58,"Carrot, sweet potato and feta fritters","800g carrots, 2 large potatoes, 1 large onion, 600g sweet potatoes, 5 medium free-range eggs, 200g feta, crumbled, 6 tbsp wholemeal flour, 25g fresh coriander, chopped, 2 tbsp cumin seeds, 300ml vegetable oil, Green salad, lime wedges and yogurt to serve",381.0,18.8,5.7,13.5,41.7,13.1,8.4,1.5,India
59,Lisa Markwell’s Indian chicken and chips,"4 British free-range chicken legs, 1kg slightly waxy potatoes, Juice ½ lemon, ½ tsp cayenne pepper, 1 tsp ground turmeric, Vegetable oil for roasting, 120ml natural yogurt, 60ml lemon juice, 2 tsp finely chopped fresh ginger, 2 tsp finely chopped garlic, 1 tsp each ground coriander, ground cumin and garam masala, 1 tsp salt, ¼ tsp cayenne pepper, 1 hot green chilli, finely chopped, 3cm piece fresh ginger, chopped, 400g tin whole tomatoes, 75g unsalted butter, 2 tsp sweet paprika, 2 tbsp cumin seeds, toasted in a dry pan for 3-5 minutes, then ground, 1 tbsp coriander seeds, toasted (as above), then ground, 2 tsp garam masala, 120ml double cream, 120ml single cream, Large bunch fresh coriander",626.0,38.7,18.0,28.0,38.1,6.8,6.4,1.1,India
60,Spiced chicken skewers with apple & pea chutney,"300g boneless, skinless chicken thighs, cut into 4cm cubes, 1 tsp coconut oil, 1 red onion, thinly sliced, 5cm piece fresh ginger, grated, 2 green cardamom pods, seeds removed and crushed, 100g spinach, finely chopped, 25g cherry tomatoes, halved, Small bunch fresh coriander, leaves and stalks finely chopped, Brown rice to serve (optional), 3 garlic cloves, 4cm piece fresh ginger, 1 green chilli, deseeded, 25g greek yogurt, 1 tsp each ground cumin, ground fennel and ground cinnamon, 1 apple, cored and roughly chopped, Small bunch fresh coriander, Grated zest and juice 1 lime, 1 red chilli, deseeded, 75g peas, fresh or defrosted if frozen, 4 wooden skewers, soaked, or metal skewers",320,9.0,3.7,38.3,18.3,13.5,6.2,0.4,India
61,30-minute chicken and cauliflower curry,"1 tsp vegetable oil, 2 boneless, skinless chicken thighs, sliced, ½ onion, chopped, 1 red pepper, sliced, ¼ cauliflower, cut into florets, 3 tbsp bhuna curry paste, 250ml vegetable stock, 200g chopped tomatoes, 1 fresh bay leaf, Handful fresh coriander leaves, finely chopped, to garnish, ½ lemon, cut into wedges to serve",196,4.5,0.9,23.0,12.8,10,5.4,2.3,India
62,Leek and pea dumpling curry,"Vegetable oil for frying 1 large leek, finely sliced, 100g frozen peas, 2 red onions, sliced, 2 tbsp curry paste (we used Patak’s Korma paste), 450g potatoes, peeled and cut into chunks, 250g natural yogurt, plus extra  to serve, 100g kale, roughly chopped, Small bunch fresh coriander, finely chopped, 90g gram flour (chickpea flour), ½ tsp bicarbonate of soda, Lime wedges to serve",359,11.1,2.3,13.9,46.2,12.6,9.5,0.5,India
63,Curried chicken wraps,"2-3 leftover cooked chicken breasts or thighs, shredded, 100g greek yogurt, 1 tbsp tikka masala curry paste, 1½ tbsp mango chutney, 4 tortilla wraps, 1 little gem lettuce",379,10.1,4.2,30.4,40.3,5.3,3,1.6,India
64,Sweet potato and chickpea curry,"1 tbsp light olive oil, 1 large red onion, finely sliced, 1 large leek, sliced, 1tbsp mild curry paste – or more if you like your food a bit spicier (we like Patak’s korma or tikka paste), Thumb-size piece fresh ginger, grated, 2 large sweet potatoes, peeled and cut into large cubes – or use a mix of sweet potato and pumpkin or butternut squash, 400ml tin coconut milk, 400g tin chickpeas, drained and rinsed, 400g tin chopped tomatoes, 1 tbsp tomato purée, 25g dried red lentils, 115g pack baby leaf spinach, Bunch fresh coriander, finely chopped, 1 lime, halved, Dairy-free yogurt, finely chopped cucumber and rice to serve",509,23.4,15.5,12.7,55.5,18.2,13,0.4,India
65,Prawn tikka bites,"25 raw peeled sustainable king prawns (about 180g), 1 tsp tikka masala curry paste, 1 tbsp olive oil, Grated zest and juice of ½ lemon, 1 large naan bread, 100g natural yogurt, Mango chutney (to serve), Small bunch fresh coriander",38,1.7,0.4,2.0,3.6,1.4,no fibre,0.2,India
66,Curried parsnip soup,"750g parsnips (about 6-7), peeled,  2 tbsp olive oil, ¼ tsp ground cumin,  1 tsp ground coriander,  ¼ tsp ground turmeric, 1½ tsp ground ginger,  ½ tsp chilli powder, plus a sprinkle, 1 large onion, finely chopped,  2 garlic cloves, crushed,  2 bay leaves, 1.3 litres fresh vegetable stock, Fresh coriander leaves to serve",148,5.5,0.8,3.7,17.4,8.9,7,1.4,India
67,Chicken and beetroot curry,"2 free-range chicken legs, 2 tbsp olive oil, 2 large red onions, finely sliced, 4 tbsp mild or medium curry paste (we used Patak’s Mild Curry Paste), 500g cooked beetroot, halved and cut into 1cm thick wedges, 400ml tin coconut milk, 125g young leaf spinach, Fresh coriander leaves, steamed basmati rice or naan breads and yogurt to serve",421,27.6,15.9,18.2,21.8,17.8,6.5,1.0,India
68,Masala malabar prawns," 700g shell-on sustainable king prawns, peeled but tails left on, deveined, 2 tsp chilli powder, 1 tsp ground turmeric, 100ml sunflower or  vegetable oil, 1 onion, finely sliced, 50g fresh turmeric root, peeled and finely sliced (from large supermarkets and Asian grocers), 2 curry leaves (use fresh or freeze-dried), 4 green chillies, deseeded and finely sliced lengthways, a few slices reserved to garnish, Handful fresh coriander leaves  to garnish, 1 lime, cut into wedges, and paratha or naan bread to serve",422kcal,23.6,3.5,34.2,17.2,3,1.8,1.5,India
69,"Sweet potato, okra and chickpea curry","1 tbsp olive oil,  2 red onions, finely sliced, 2 sweet potatoes, diced,  3 tbsp madras curry paste, 180g okra, cut into 2cm lengths, 2 x 400g tins chopped tomatoes, 100g kale, roughly chopped, 400g tin chickpeas, drained  and rinsed, 200g full-fat greek yogurt, plus extra to serve, Juice 1 lemon, plus extra wedges to serve,  Steamed rice and fresh coriander",446,13.6,4.3,14.7,58.2,24.5,15.7,0.7,India
70,Dhal chilla pancakes,"200g split yellow lentils (moong dhal), 2.5cm fresh ginger, roughly chopped, 1 small green chilli, Handful fresh coriander leaves, 1 tsp salt, 50g fine semolina, Sunflower oil for cooking, 1 large onion, finely chopped, ¼ tsp salt, 1 green chilli, finely chopped, Chutney to serve",73,1.7,0.2,3.3,10.2,1,1.4,0.4,India
71,Corn chaat,"2 tbsp cumin seeds, 1 tbsp fennel seeds, ¼ tsp ground black pepper, ¼ tsp asafoetida, ¼ tsp ground ginger, 1 tbsp ground black salt , 2 tbsp mango powder , 500g frozen sweetcorn, 1 tbsp salted butter, ½ tsp salt, ½ tsp chaat masala , ½ tsp chilli powder, plus extra to garnish (optional), Handful fresh coriander leaves, finely chopped, 1 tbsp lime juice",144,7.8,2.4,6.5,10.2,"2.7,",3.7,4.5,India
72,"Prawn, sweet potato and okra curry","Glug of oil, 1 red onion, sliced, 3 sweet potatoes, diced, 175g okra, sliced, 3 tbsp Patak’s Tikka Masala Curry paste, 400g tin chopped tomatoes, 200g greek yogurt, 350g thawed raw peeled jumbo prawns, 100g spinach, 1 lemon, Handful of coriander leaves",461,15.0,4.7,24.4,51.3,20.3,11.7,1.3,India
73,Sambhar,"50g coriander seeds, 10g dried red chillies, 1 tbsp cumin seeds, 1 tbsp black mustard seeds, 1 tbsp split black lentils (urad dhal), 1 tbsp split chickpeas (chana dhal), 1 tbsp split pigeon peas (toor dhal), 10 dried curry leaves, 1 tbsp ground turmeric, 1 tsp asafoetida, 250g split pigeon peas (toor dhal), 1 tbsp split chickpeas (chana dhal), 1½ tsp salt, 1 tsp ground turmeric, 1 tbsp sunflower oil, 1 tsp mustard seeds, 10 dried curry leaves , 4 dried red chillies, 1 onion, thinly sliced, 2 tbsp spice blend, 1 tbsp tamarind paste",265,7.0,0.7,15.1,33.2,3.5,4.4,1.3,India
74,Okra and potato curry,"500g new potatoes, halved, or quartered if large, 2 tbsp vegetable oil, 200g okra, trimmed, halved lengthways, 1 large onion, finely chopped, 1 tsp ginger paste or 5cm piece ginger, finely grated, 1 tsp garlic paste or 2 garlic cloves, finely grated, 1 tsp nigella seeds, 1 tsp fennel seeds, 1½ tsp ground coriander, ½ tsp ground turmeric, 1 green bird’s eye chilli, finely chopped, 2 tbsp tomato purée, 500ml vegetable stock (or chicken stock if you’re not vegetarian), Squeeze lemon juice, Handful fresh coriander leaves, Natural yogurt, lemon wedges, steamed basmati rice or naan bread to serve",264,9.0,0.8,7.2,33.9,8.9,9.4,1.1,India
75,Beef keema,"1 finely sliced onion, 2 crushed garlic cloves, 1 tsp hot chilli powder, 1 tbsp garam masala, 5cm piece fresh ginger, grated, 1 tsp ground turmeric, 500g minced beef, 400g chopped tomatoes, a pinch of sugar, 250ml water, 200g frozen peas, 100g spinach, 100g natural yogurt, a large handful of fresh coriander leaves, juice of 1 lime, extra yogurt and coriander, ground black pepper, lime wedges, steamed rice or naan bread",465,28.5,10.2,32.8,16.6,9.7,5.7,0.6,India
76,Spiced cauliflower dhal,"450g cauliflower, broken into largish florets, 2 tsp sumac, 2 tsp cumin seeds, 1 onion, chopped, 15g grated fresh ginger, Pinch chilli flakes, 1 tsp ground cumin, 2 tsp ground coriander, 1 tsp ground turmeric, 100g red lentils, 100ml unsweetened almond milk, 65g young leaf spinach, Juice ½ lemon",339,4.7,0.6,22.2,46.6,14.2,11,0.3,India
77,Freezable chicken curry puffs,"1 tbsp vegetable oil, 1 medium onion, finely chopped, 80g boneless, skinless chicken breast, chopped to 5mm dice, 1 green chilli, finely chopped,  2 tsp curry powder (such as madras) , 60g waxy potatoes (2 small), finely diced,  ¼ tsp sugar , ½ lemon , juiced, 375g all-butter puff pastry,  Plain flour for dusting , 1 medium free-range egg, beaten",192,11.7,5.0,5.8,14.9,1.6,1.8,0.4,India
78,Tandoori-style chicken,"8 skinless chicken thighs, legs, or both, a slice of unsalted butter, melted, a little paprika or Kashmiri chilli powder, 1 tsp chaat masala, 1 tsp ground fenugreek, 2½ tbsp lemon juice, plus lemon wedges, to serve, 1 rounded tsp salt, 120g full-fat plain yogurt, 4 large garlic cloves, 1 Indian green finger chilli, deseeded (optional), 1 tbsp roughly chopped root ginger (peeled weight), 1½–2 tsp Kashmiri chilli powder, or paprika (for colour), 1 rounded tsp ground cumin, 1 rounded tsp garam masala (fresh if possible), 2 tbsp vegetable oil, small handful of mint leaves, chopped, handufl of coriander leaves and stalks, chopped, ½–1 Indian green finger chilli, stalk removed, 2 tsp sugar, 1 tsp lemon juice, or to taste, 150g plain yogurt, 1⁄3 tsp roast and ground cumin seeds, salt",,,,,,,,,India
79,Mini paneer kathi rolls,"100g plain yogurt, not too sour, 1½ tbsp roughly chopped root ginger (peeled weight), 2 large garlic cloves, Pinch of garam masala (fresh if possible), Pinch of ground cumin, 1 tsp chaat masala, ½ tsp ground turmeric, 2 tsp concentrated tomato purée, Chilli powder, to taste, 240g paneer, cut into small fingers 2cm wide x 5cm long, 2 tbsp vegetable oil, A small green bell pepper, thinly sliced, Good handful of thinly sliced red onion rings, Freshly ground black pepper, 125g plain flour, plus more to dust, 1 tbsp vegetable oil, 6–8 tbsp water, or as needed, 60g coriander leaves and some stalks, 2 tbsp lemon juice, or to taste, 20g mint leaves, 25g pistachios (shelled weight), ½ garlic clove (optional), 4 tbsp water",,,,,,,,,India
80,Indian spiced vegetable frittata,"Vegetable oil for frying, 2 red onions, finely sliced, 1 garlic clove, crushed, 1½ tbsp curry powder, 2 tbsp mango chutney, 150g savoy cabbage, finely shredded, 8 medium free-range eggs, 100ml milk, Juice 1 lime, Bunch fresh coriander, chopped, plus extra to garnish, 20cm deep ovenproof frying pan",276.0,15.4,3.8,18.4,13.5,10.5,4.9,0.8,India
81,Spice-roasted carrots with paneer and sesame,"1 tbsp coriander seeds, 1 tsp cumin seeds, 2 tbsp sesame seeds, 1 tsp black onion seeds (also called kalonji or nigella), 1 tbsp clear honey, 6 tbsp groundnut oil, plus extra  for frying the paneer, 1kg carrots, thickly sliced  , 2 red onions, sliced , 2 green chillies, deseeded and sliced, Juice of ½ lemon, A glug of toasted sesame oil, 200g paneer, cut into 1cm cubes, Handful of fresh coriander leaves",368.0,25.5,5.6,10.6,26.2,24.6,9.7,0.6,India
82,Lisa Faulkner’s sunshine prawn curry with feta flatbreads,"2 tsp mustard seeds, 2 tsp cumin seeds, 1 tsp coriander seeds, 2 tbsp olive oil, 1 red onion, finely sliced, 1 red chilli, finely chopped, 1 garlic clove, crushed, 2 tsp garam masala, 2 tsp turmeric powder, 2 tsp ground coriander, 2 tsp sweet smoked paprika, 250g cherry tomatoes, halved, 250g spinach, 250g raw king prawns, grated zest and juice of 1 lemon, bunch of coriander, finely chopped, salt and pepper, 300g self-raising flour, 300g natural yoghurt, 1 tsp baking powder, 1 tbsp vegetable oil, 100g feta cheese, crumbled",,,,,,,,,India
83,The loyal lentil curry,"250g puy lentils or beluga lentils, 1 tbsp coconut or olive oil, 5-7 shallots, finely chopped, 4 garlic cloves, crushed with 1 tsp salt, 1½ tsp ground cumin, 1 tsp ground turmeric, 1 tsp ground cinnamon, 1 tsp paprika, 1 tsp ground coriander, 1 red pepper, finely chopped, 1-2 red chillies, deseeded and finely chopped, ½ x 400g tin chopped tomatoes or 2 plum tomatoes, roughly chopped, 400g butternut squash, roasted, 1 tbsp tahini, 1 tbsp honey, 400ml coconut milk, Juice 1 lime, 3 tbsp soy sauce, 2 tbsp extra-virgin olive oil, 200g greek or vegan yogurt, 1 tsp honey or agave syrup, Drizzle extra-virgin olive oil, ½ cucumber, shaved into ribbons, 4 tbsp rice vinegar (from the world food section of supermarkets), Fresh coriander, hot sauce such as sriracha, steamed rice and lime wedges",659.0,35.5,21.8,24.5,54.0,19.6,12.8,1.7,India
84,Sattu parathas,"100g wholemeal flour, 100g plain flour, plus extra to dust, 1 tsp fine salt, 1 tbsp extra-virgin rapeseed oil, plus extra for drizzling and frying, 60g gram flour (see food team’s tip), 1 tsp grated fresh ginger, 1-2 green chillies, seeds removed, very finely chopped, ½ small red onion, very finely chopped, 2 tsp finely chopped fresh coriander, 1 tsp cumin seeds, ½ tsp garam masala, Juice ½ lemon, 2½ tbsp extra-virgin rapeseed or olive oil, Chutney and raita",243.0,9.7,0.7,6.5,30.7,1.4,3.8,0.8,India
85,Vegetable curry with lime rice,"1 tbsp sunflower oil, 1 onion, sliced, 4 tbsp madras curry paste (we like Patak’s), 1 butternut squash, peeled, deseeded and cut into 2cm pieces, 1 cauliflower, cut into florets, 250g frozen peas, 200g spinach, 5 tbsp full-fat greek yogurt, 2 x 250g packs ready cooked basmati rice (we used Tilda), 50g fresh coriander, roughly chopped, to serve (optional), Zest and juice 2 limes, plus wedges to serve",461.0,12.6,2.7,16.9,62.4,17.5,15.3,1.1,India
86,Parsnip and carrot dhal,"500g parsnips, diagonally sliced into even-sized chunks, Olive oil for drizzling/frying, 1 onion, finely chopped, 1 tbsp cumin seeds, 1 tbsp garam masala, 30g fresh ginger, grated, 300g split red lentils, 400g tin chopped tomatoes, 3 carrots, grated, 100g young leaf spinach, roughly chopped",489.0,9.9,1.4,24.1,67.4,17.9,15.4,0.3,India
87,Indian paneer and cabbage curry,"4 tbsp sunflower oil, plus extra if needed, for frying, 200g paneer, cut into 2cm cubes, 2 onions, sliced, 1 green pepper, finely sliced, ½ tsp ground turmeric, 2 tbsp ground cumin, ½ tsp chilli powder, ½ tsp ground fenugreek, 2 tbsp fennel seeds, Thumb-size piece fresh ginger, grated, 4 garlic cloves, crushed, ½ savoy cabbage, heart removed and leaves shredded, 4 large tomatoes, diced, or ½ x 400g tin chopped tomatoes, ½ tsp sugar, 1 tbsp garam masala, Fresh coriander leaves and black onion seeds (sometimes called nigella) to garnish, Flatbreads, natural yogurt and lemon wedges to serve",375.0,21.9,8.7,20.3,19.3,16.2,9.6,0.2,India
88,Carrot halwa spring rolls,"100g ghee or clarified butter, 500g carrots, grated, 3 green cardamom pods, seeds removed and ground in a pestle and mortar, 100g caster sugar, 2 tbsp raisins, 250ml evaporated milk, 3 filo pastry sheets, cut in half widthways into squares, 40g unsalted butter, melted, Icing sugar to dust",440.0,26.8,15.9,6.2,42.0,32.0,3.4,0.3,India
89,Chetna Makan’s three chocolate and cardamom tart,"165g plain flour, plus extra to dust, 30g cocoa powder, plus extra to dust, 50g icing sugar, 110g unsalted butter, softened, 2 medium free-range egg yolks, 100ml double cream, 100g white chocolate, roughly chopped, 200ml double cream, Seeds from 10-12 cardamom pods, crushed in a pestle and mortar, 100g dark chocolate, roughly chopped, 100g milk chocolate, roughly chopped, 25g unsalted butter, softened, 150ml double cream, 150g mascarpone, 2 tbsp caster sugar, Handful toasted chopped hazelnuts to decorate, 23cm diameter fluted tart tin, around 4cm deep",675.0,54.2,32.9,6.7,39.2,26.4,"1,9",0.1,India
90,Nihari lamb,"150ml sunflower oil, 4 whole cloves, 3-4 cardamom pods, 1 fresh bay leaf, 3 large white onions, finely chopped, 1kg British free-range lamb leg steaks, cut into 4cm chunks, Thumb-size piece fresh ginger, grated, 3 garlic cloves, crushed, 1 tbsp mild chilli powder, 1½ tsp ground turmeric, 100ml greek yogurt, 300ml fresh lamb or chicken stock, 50g butter, 1½ tbsp gram (chickpea) flour, ½ tsp garam masala, Sliced green chillies, slivers of fresh ginger, and chopped fresh coriander and mint to serve",576.0,41.1,13.6,38.7,11.1,7.1,3.5,0.8,India
91,Dan Doherty’s scotch bhaji,"6 medium free-range eggs, Sunflower oil for deep-frying, 20g plain flour, 250g British free-range sausagemeat, 1 garlic clove, finely chopped, 1 small red chilli, finely chopped, 10g onion powder (or ½ onion, very finely chopped), 2 tbsp finely chopped fresh coriander, 10g fresh ginger, finely grated, 1 medium free-range egg yolk, 60g chickpea flour (also sold as gram flour), 60g plain flour, 1 tsp garam masala, 1 tsp garlic powder, ¼ tsp cayenne pepper, ½ tsp ground turmeric, ½ tsp ground cumin, ½ tsp ground ginger, 2 onions, finely sliced, Digital probe thermometer",418.0,27.3,6.7,18.8,22.5,4.6,3.4,0.8,India
92,Pistachio kulfi ice lollies,"1½ litres whole gold top orJersey milk, 60-70g golden caster sugar, Pinch of salt, 3 cardamom pods, seeds removed and crushed, Flavourless oil for greasing, 50g unsalted pistachios, shelled and finely chopped, 10 ice pop-style lolly moulds",198.0,11.7,6.0,8.5,14.8,14.8,no fibre,0.2,India
93,Curry spiced potted crab,"150g unsalted butter, 2 tsp finely grated fresh ginger, ½ tsp mild curry powder, Pinch cayenne pepper, Finely grated zest ½ lemon, plus 2 tsp juice, 300g fresh white crabmeat, Pinch white pepper, Pink peppercorns to garnish, Soda bread or sourdough toast to serve",347.0,31.2,19.6,15.8,0.7,0.3,0.2,0.6,India
94,Coronation chicken with kitchiri rice salad,"2kg British free-range whole chicken, 2 leeks, cleaned and sliced, 2 carrots, thickly sliced, 2 celery sticks, sliced, A few black peppercorns, Bouquet garni (tie some thyme sprigs, bay leaves and parsley stalks in string), 1 tbsp salt, 25g toasted flaked almonds, 150g brown basmati rice, 100g brown lentils, 125g frozen petits pois, 150g carrots, coarsely grated, 2 tbsp olive oil, 1 tsp cumin seeds, 1 tsp black mustard seeds, 2 tbsp freshly squeezed lemon juice, ½ small cucumber, halved, deseeded and finely diced, 2 tbsp sunflower oil, 50g shallots, finely chopped, 5cm piece fresh ginger, finely grated, 1½ tbsp curry powder, 1 tsp ground cumin, ¼ tsp ground turmeric, 1 tsp tomato purée, 3 tbsp mango chutney, ¼ tsp fine sea salt, 1 small, ripe but firm mango, 150g mayonnaise, 150g Greek yogurt, 2 tbsp freshly squeezed lime or lemon juice, 4 tbsp chopped fresh coriander, Tabasco, to taste, Salad leaves to serve",617.0,29.0,4.5,50.7,34.2,11.8,8,0.7,India
95,Quick paneer and chickpea curry," 1 tbsp vegetable oil, plus 1 tsp, 225g paneer, cut into 2cm cubes, 1 large onion, finely sliced, 2 garlic cloves, crushed, 3cm fresh ginger, grated, 3 tbsp Patak’s mild curry paste, 100g tinned chopped tomatoes, 2 x 400g tins chickpeas, drained, 300g frozen spinach, 1 tbsp lemon juice, Basmati rice and natural yogurt",443.0,23.5,10.0,26.3,26.6,6.5,10.2,0.3,India
